UV_CACHE_DIR=.uv-cache uv run pytest tests/integration/cognition/test_persona_policy_quantitative.py -s --no-cov
============================= test session starts ==============================
platform darwin -- Python 3.12.13, pytest-8.4.2, pluggy-1.6.0
rootdir: /Users/cassia/Local/Code/iris_memory_core
configfile: pyproject.toml
plugins: cov-7.1.0, anyio-4.15.0
collected 2800 items

tests/integration/cognition/test_persona_policy_quantitative.py W03 locked/0: rejected by locked policy forbids Persona proposals; current unchanged
.W03 stale_base/134: create+approve rejected; current unchanged
.W03 stale_base/135: accepted at boundary; one Current revision
.W03 stale_base/136: create+approve rejected; current unchanged
.W03 stale_base/137: accepted at boundary; one Current revision
.W03 stale_base/138: create+approve rejected; current unchanged
.W03 stale_base/139: accepted at boundary; one Current revision
.W03 stale_base/140: create+approve rejected; current unchanged
.W03 stale_base/141: accepted at boundary; one Current revision
.W03 stale_base/142: create+approve rejected; current unchanged
.W03 stale_base/143: accepted at boundary; one Current revision
.W03 stale_base/144: create+approve rejected; current unchanged
.W03 stale_base/145: accepted at boundary; one Current revision
.W03 stale_base/146: create+approve rejected; current unchanged
.W03 stale_base/147: accepted at boundary; one Current revision
.W03 stale_base/148: create+approve rejected; current unchanged
.W03 stale_base/149: accepted at boundary; one Current revision
.W03 stale_base/150: create+approve rejected; current unchanged
.W03 stale_base/151: accepted at boundary; one Current revision
.W03 stale_base/152: create+approve rejected; current unchanged
.W03 stale_base/153: accepted at boundary; one Current revision
.W03 stale_base/154: create+approve rejected; current unchanged
.W03 stale_base/155: accepted at boundary; one Current revision
.W03 stale_base/156: create+approve rejected; current unchanged
.W03 stale_base/157: accepted at boundary; one Current revision
.W03 stale_base/158: create+approve rejected; current unchanged
.W03 stale_base/159: accepted at boundary; one Current revision
.W03 stale_base/160: create+approve rejected; current unchanged
.W03 stale_base/161: accepted at boundary; one Current revision
.W03 stale_base/162: create+approve rejected; current unchanged
.W03 stale_base/163: accepted at boundary; one Current revision
.W03 stale_base/164: create+approve rejected; current unchanged
.W03 stale_base/165: accepted at boundary; one Current revision
.W03 stale_base/166: create+approve rejected; current unchanged
.W03 stale_base/167: accepted at boundary; one Current revision
.W03 stale_base/168: create+approve rejected; current unchanged
.W03 stale_base/169: accepted at boundary; one Current revision
.W03 stale_base/170: create+approve rejected; current unchanged
.W03 stale_base/171: accepted at boundary; one Current revision
.W03 stale_base/172: create+approve rejected; current unchanged
.W03 stale_base/173: accepted at boundary; one Current revision
.W03 stale_base/174: create+approve rejected; current unchanged
.W03 stale_base/175: accepted at boundary; one Current revision
.W03 stale_base/176: create+approve rejected; current unchanged
.W03 stale_base/177: accepted at boundary; one Current revision
.W03 stale_base/178: create+approve rejected; current unchanged
.W03 stale_base/179: accepted at boundary; one Current revision
.W03 stale_base/180: create+approve rejected; current unchanged
.W03 stale_base/181: accepted at boundary; one Current revision
.W03 stale_base/182: create+approve rejected; current unchanged
.W03 stale_base/183: accepted at boundary; one Current revision
.W03 stale_base/184: create+approve rejected; current unchanged
.W03 stale_base/185: accepted at boundary; one Current revision
.W03 stale_base/186: create+approve rejected; current unchanged
.W03 stale_base/187: accepted at boundary; one Current revision
.W03 stale_base/188: create+approve rejected; current unchanged
.W03 stale_base/189: accepted at boundary; one Current revision
.W03 stale_base/190: create+approve rejected; current unchanged
.W03 stale_base/191: accepted at boundary; one Current revision
.W03 stale_base/192: create+approve rejected; current unchanged
.W03 stale_base/193: accepted at boundary; one Current revision
.W03 stale_base/194: create+approve rejected; current unchanged
.W03 stale_base/195: accepted at boundary; one Current revision
.W03 stale_base/196: create+approve rejected; current unchanged
.W03 stale_base/197: accepted at boundary; one Current revision
.W03 stale_base/198: create+approve rejected; current unchanged
.W03 stale_base/199: accepted at boundary; one Current revision
.W03 confidence/0: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/1: accepted at boundary; one Current revision
.W03 confidence/2: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/3: accepted at boundary; one Current revision
.W03 confidence/4: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/5: accepted at boundary; one Current revision
.W03 confidence/6: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/7: accepted at boundary; one Current revision
.W03 confidence/8: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/9: accepted at boundary; one Current revision
.W03 confidence/10: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/11: accepted at boundary; one Current revision
.W03 confidence/12: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/13: accepted at boundary; one Current revision
.W03 confidence/14: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/15: accepted at boundary; one Current revision
.W03 confidence/16: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/17: accepted at boundary; one Current revision
.W03 confidence/18: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/19: accepted at boundary; one Current revision
.W03 confidence/20: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/21: accepted at boundary; one Current revision
.W03 confidence/22: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/23: accepted at boundary; one Current revision
.W03 confidence/24: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/25: accepted at boundary; one Current revision
.W03 confidence/26: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/27: accepted at boundary; one Current revision
.W03 confidence/28: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/29: accepted at boundary; one Current revision
.W03 confidence/30: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/31: accepted at boundary; one Current revision
.W03 confidence/32: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/33: accepted at boundary; one Current revision
.W03 confidence/34: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/35: accepted at boundary; one Current revision
.W03 confidence/36: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/37: accepted at boundary; one Current revision
.W03 confidence/38: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/39: accepted at boundary; one Current revision
.W03 confidence/40: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/41: accepted at boundary; one Current revision
.W03 confidence/42: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/43: accepted at boundary; one Current revision
.W03 confidence/44: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/45: accepted at boundary; one Current revision
.W03 confidence/46: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/47: accepted at boundary; one Current revision
.W03 confidence/48: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/49: accepted at boundary; one Current revision
.W03 confidence/50: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/51: accepted at boundary; one Current revision
.W03 confidence/52: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/53: accepted at boundary; one Current revision
.W03 confidence/54: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/55: accepted at boundary; one Current revision
.W03 confidence/56: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/57: accepted at boundary; one Current revision
.W03 confidence/58: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/59: accepted at boundary; one Current revision
.W03 confidence/60: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/61: accepted at boundary; one Current revision
.W03 confidence/62: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/63: accepted at boundary; one Current revision
.W03 confidence/64: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/65: accepted at boundary; one Current revision
.W03 confidence/66: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/67: accepted at boundary; one Current revision
.W03 confidence/68: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/69: accepted at boundary; one Current revision
.W03 confidence/70: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/71: accepted at boundary; one Current revision
.W03 confidence/72: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/73: accepted at boundary; one Current revision
.W03 confidence/74: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/75: accepted at boundary; one Current revision
.W03 confidence/76: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/77: accepted at boundary; one Current revision
.W03 confidence/78: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/79: accepted at boundary; one Current revision
.W03 confidence/80: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/81: accepted at boundary; one Current revision
.W03 confidence/82: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/83: accepted at boundary; one Current revision
.W03 confidence/84: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/85: accepted at boundary; one Current revision
.W03 confidence/86: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/87: accepted at boundary; one Current revision
.W03 confidence/88: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/89: accepted at boundary; one Current revision
.W03 confidence/90: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/91: accepted at boundary; one Current revision
.W03 confidence/92: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/93: accepted at boundary; one Current revision
.W03 confidence/94: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/95: accepted at boundary; one Current revision
.W03 confidence/96: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/97: accepted at boundary; one Current revision
.W03 confidence/98: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/99: accepted at boundary; one Current revision
.W03 confidence/100: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/101: accepted at boundary; one Current revision
.W03 confidence/102: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/103: accepted at boundary; one Current revision
.W03 confidence/104: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/105: accepted at boundary; one Current revision
.W03 confidence/106: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/107: accepted at boundary; one Current revision
.W03 confidence/108: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/109: accepted at boundary; one Current revision
.W03 confidence/110: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/111: accepted at boundary; one Current revision
.W03 confidence/112: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/113: accepted at boundary; one Current revision
.W03 confidence/114: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/115: accepted at boundary; one Current revision
.W03 confidence/116: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/117: accepted at boundary; one Current revision
.W03 confidence/118: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/119: accepted at boundary; one Current revision
.W03 confidence/120: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/121: accepted at boundary; one Current revision
.W03 confidence/122: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/123: accepted at boundary; one Current revision
.W03 confidence/124: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/125: accepted at boundary; one Current revision
.W03 confidence/126: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/127: accepted at boundary; one Current revision
.W03 confidence/128: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/129: accepted at boundary; one Current revision
.W03 confidence/130: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/131: accepted at boundary; one Current revision
.W03 confidence/132: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/133: accepted at boundary; one Current revision
.W03 confidence/134: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/135: accepted at boundary; one Current revision
.W03 confidence/136: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/137: accepted at boundary; one Current revision
.W03 confidence/138: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/139: accepted at boundary; one Current revision
.W03 confidence/140: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/141: accepted at boundary; one Current revision
.W03 confidence/142: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/143: accepted at boundary; one Current revision
.W03 confidence/144: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/145: accepted at boundary; one Current revision
.W03 confidence/146: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/147: accepted at boundary; one Current revision
.W03 confidence/148: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/149: accepted at boundary; one Current revision
.W03 confidence/150: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/151: accepted at boundary; one Current revision
.W03 confidence/152: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/153: accepted at boundary; one Current revision
.W03 confidence/154: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/155: accepted at boundary; one Current revision
.W03 confidence/156: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/157: accepted at boundary; one Current revision
.W03 confidence/158: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/159: accepted at boundary; one Current revision
.W03 confidence/160: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/161: accepted at boundary; one Current revision
.W03 confidence/162: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/163: accepted at boundary; one Current revision
.W03 confidence/164: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/165: accepted at boundary; one Current revision
.W03 confidence/166: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/167: accepted at boundary; one Current revision
.W03 confidence/168: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/169: accepted at boundary; one Current revision
.W03 confidence/170: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/171: accepted at boundary; one Current revision
.W03 confidence/172: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/173: accepted at boundary; one Current revision
.W03 confidence/174: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/175: accepted at boundary; one Current revision
.W03 confidence/176: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/177: accepted at boundary; one Current revision
.W03 confidence/178: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/179: accepted at boundary; one Current revision
.W03 confidence/180: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/181: accepted at boundary; one Current revision
.W03 confidence/182: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/183: accepted at boundary; one Current revision
.W03 confidence/184: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/185: accepted at boundary; one Current revision
.W03 confidence/186: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/187: accepted at boundary; one Current revision
.W03 confidence/188: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/189: accepted at boundary; one Current revision
.W03 confidence/190: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/191: accepted at boundary; one Current revision
.W03 confidence/192: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/193: accepted at boundary; one Current revision
.W03 confidence/194: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/195: accepted at boundary; one Current revision
.W03 confidence/196: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/197: accepted at boundary; one Current revision
.W03 confidence/198: rejected by confidence is below policy minimum; current unchanged
.W03 confidence/199: accepted at boundary; one Current revision
.W03 observation_window/0: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/1: accepted at boundary; one Current revision
.W03 observation_window/2: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/3: accepted at boundary; one Current revision
.W03 observation_window/4: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/5: accepted at boundary; one Current revision
.W03 observation_window/6: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/7: accepted at boundary; one Current revision
.W03 observation_window/8: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/9: accepted at boundary; one Current revision
.W03 observation_window/10: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/11: accepted at boundary; one Current revision
.W03 observation_window/12: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/13: accepted at boundary; one Current revision
.W03 observation_window/14: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/15: accepted at boundary; one Current revision
.W03 observation_window/16: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/17: accepted at boundary; one Current revision
.W03 observation_window/18: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/19: accepted at boundary; one Current revision
.W03 observation_window/20: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/21: accepted at boundary; one Current revision
.W03 observation_window/22: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/23: accepted at boundary; one Current revision
.W03 observation_window/24: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/25: accepted at boundary; one Current revision
.W03 observation_window/26: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/27: accepted at boundary; one Current revision
.W03 observation_window/28: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/29: accepted at boundary; one Current revision
.W03 observation_window/30: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/31: accepted at boundary; one Current revision
.W03 observation_window/32: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/33: accepted at boundary; one Current revision
.W03 observation_window/34: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/35: accepted at boundary; one Current revision
.W03 observation_window/36: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/37: accepted at boundary; one Current revision
.W03 observation_window/38: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/39: accepted at boundary; one Current revision
.W03 observation_window/40: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/41: accepted at boundary; one Current revision
.W03 observation_window/42: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/43: accepted at boundary; one Current revision
.W03 observation_window/44: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/45: accepted at boundary; one Current revision
.W03 observation_window/46: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/47: accepted at boundary; one Current revision
.W03 observation_window/48: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/49: accepted at boundary; one Current revision
.W03 observation_window/50: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/51: accepted at boundary; one Current revision
.W03 observation_window/52: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/53: accepted at boundary; one Current revision
.W03 observation_window/54: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/55: accepted at boundary; one Current revision
.W03 observation_window/56: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/57: accepted at boundary; one Current revision
.W03 observation_window/58: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/59: accepted at boundary; one Current revision
.W03 observation_window/60: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/61: accepted at boundary; one Current revision
.W03 observation_window/62: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/63: accepted at boundary; one Current revision
.W03 observation_window/64: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/65: accepted at boundary; one Current revision
.W03 observation_window/66: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/67: accepted at boundary; one Current revision
.W03 observation_window/68: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/69: accepted at boundary; one Current revision
.W03 observation_window/70: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/71: accepted at boundary; one Current revision
.W03 observation_window/72: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/73: accepted at boundary; one Current revision
.W03 observation_window/74: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/75: accepted at boundary; one Current revision
.W03 observation_window/76: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/77: accepted at boundary; one Current revision
.W03 observation_window/78: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/79: accepted at boundary; one Current revision
.W03 observation_window/80: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/81: accepted at boundary; one Current revision
.W03 observation_window/82: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/83: accepted at boundary; one Current revision
.W03 observation_window/84: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/85: accepted at boundary; one Current revision
.W03 observation_window/86: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/87: accepted at boundary; one Current revision
.W03 observation_window/88: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/89: accepted at boundary; one Current revision
.W03 observation_window/90: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/91: accepted at boundary; one Current revision
.W03 observation_window/92: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/93: accepted at boundary; one Current revision
.W03 observation_window/94: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/95: accepted at boundary; one Current revision
.W03 observation_window/96: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/97: accepted at boundary; one Current revision
.W03 observation_window/98: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/99: accepted at boundary; one Current revision
.W03 observation_window/100: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/101: accepted at boundary; one Current revision
.W03 observation_window/102: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/103: accepted at boundary; one Current revision
.W03 observation_window/104: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/105: accepted at boundary; one Current revision
.W03 observation_window/106: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/107: accepted at boundary; one Current revision
.W03 observation_window/108: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/109: accepted at boundary; one Current revision
.W03 observation_window/110: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/111: accepted at boundary; one Current revision
.W03 observation_window/112: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/113: accepted at boundary; one Current revision
.W03 observation_window/114: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/115: accepted at boundary; one Current revision
.W03 observation_window/116: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/117: accepted at boundary; one Current revision
.W03 observation_window/118: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/119: accepted at boundary; one Current revision
.W03 observation_window/120: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/121: accepted at boundary; one Current revision
.W03 observation_window/122: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/123: accepted at boundary; one Current revision
.W03 observation_window/124: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/125: accepted at boundary; one Current revision
.W03 observation_window/126: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/127: accepted at boundary; one Current revision
.W03 observation_window/128: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/129: accepted at boundary; one Current revision
.W03 observation_window/130: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/131: accepted at boundary; one Current revision
.W03 observation_window/132: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/133: accepted at boundary; one Current revision
.W03 observation_window/134: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/135: accepted at boundary; one Current revision
.W03 observation_window/136: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/137: accepted at boundary; one Current revision
.W03 observation_window/138: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/139: accepted at boundary; one Current revision
.W03 observation_window/140: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/141: accepted at boundary; one Current revision
.W03 observation_window/142: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/143: accepted at boundary; one Current revision
.W03 observation_window/144: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/145: accepted at boundary; one Current revision
.W03 observation_window/146: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/147: accepted at boundary; one Current revision
.W03 observation_window/148: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/149: accepted at boundary; one Current revision
.W03 observation_window/150: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/151: accepted at boundary; one Current revision
.W03 observation_window/152: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/153: accepted at boundary; one Current revision
.W03 observation_window/154: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/155: accepted at boundary; one Current revision
.W03 observation_window/156: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/157: accepted at boundary; one Current revision
.W03 observation_window/158: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/159: accepted at boundary; one Current revision
.W03 observation_window/160: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/161: accepted at boundary; one Current revision
.W03 observation_window/162: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/163: accepted at boundary; one Current revision
.W03 observation_window/164: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/165: accepted at boundary; one Current revision
.W03 observation_window/166: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/167: accepted at boundary; one Current revision
.W03 observation_window/168: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/169: accepted at boundary; one Current revision
.W03 observation_window/170: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/171: accepted at boundary; one Current revision
.W03 observation_window/172: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/173: accepted at boundary; one Current revision
.W03 observation_window/174: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/175: accepted at boundary; one Current revision
.W03 observation_window/176: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/177: accepted at boundary; one Current revision
.W03 observation_window/178: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/179: accepted at boundary; one Current revision
.W03 observation_window/180: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/181: accepted at boundary; one Current revision
.W03 observation_window/182: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/183: accepted at boundary; one Current revision
.W03 observation_window/184: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/185: accepted at boundary; one Current revision
.W03 observation_window/186: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/187: accepted at boundary; one Current revision
.W03 observation_window/188: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/189: accepted at boundary; one Current revision
.W03 observation_window/190: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/191: accepted at boundary; one Current revision
.W03 observation_window/192: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/193: accepted at boundary; one Current revision
.W03 observation_window/194: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/195: accepted at boundary; one Current revision
.W03 observation_window/196: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/197: accepted at boundary; one Current revision
.W03 observation_window/198: rejected by Evidence time span is too short; current unchanged
.W03 observation_window/199: accepted at boundary; one Current revision
.W03 sensitive_field/0: accepted at boundary; one Current revision
.W03 sensitive_field/1: accepted at boundary; one Current revision
.W03 sensitive_field/2: accepted at boundary; one Current revision
.W03 sensitive_field/3: accepted at boundary; one Current revision
.W03 sensitive_field/4: accepted at boundary; one Current revision
.W03 sensitive_field/5: accepted at boundary; one Current revision
.W03 sensitive_field/6: accepted at boundary; one Current revision
.W03 sensitive_field/7: accepted at boundary; one Current revision
.W03 sensitive_field/8: accepted at boundary; one Current revision
.W03 sensitive_field/9: accepted at boundary; one Current revision
.W03 sensitive_field/10: accepted at boundary; one Current revision
.W03 sensitive_field/11: accepted at boundary; one Current revision
.W03 sensitive_field/12: accepted at boundary; one Current revision
.W03 sensitive_field/13: accepted at boundary; one Current revision
.W03 sensitive_field/14: accepted at boundary; one Current revision
.W03 sensitive_field/15: accepted at boundary; one Current revision
.W03 sensitive_field/16: accepted at boundary; one Current revision
.W03 sensitive_field/17: accepted at boundary; one Current revision
.W03 sensitive_field/18: accepted at boundary; one Current revision
.W03 sensitive_field/19: accepted at boundary; one Current revision
.W03 sensitive_field/20: accepted at boundary; one Current revision
.W03 sensitive_field/21: accepted at boundary; one Current revision
.W03 sensitive_field/22: accepted at boundary; one Current revision
.W03 sensitive_field/23: accepted at boundary; one Current revision
.W03 sensitive_field/24: accepted at boundary; one Current revision
.W03 sensitive_field/25: accepted at boundary; one Current revision
.W03 sensitive_field/26: accepted at boundary; one Current revision
.W03 sensitive_field/27: accepted at boundary; one Current revision
.W03 sensitive_field/28: accepted at boundary; one Current revision
.W03 sensitive_field/29: accepted at boundary; one Current revision
.W03 sensitive_field/30: accepted at boundary; one Current revision
.W03 sensitive_field/31: accepted at boundary; one Current revision
.W03 sensitive_field/32: accepted at boundary; one Current revision
.W03 sensitive_field/33: accepted at boundary; one Current revision
.W03 sensitive_field/34: accepted at boundary; one Current revision
.W03 sensitive_field/35: accepted at boundary; one Current revision
.W03 sensitive_field/36: accepted at boundary; one Current revision
